url,label
https://cv-dom.ru/capridi.html,1
https://bitrecover.com,0
https://origamienergy.com,0
https://piter-news.net,0
https://l.wl.co/l?u=https://qr-codes.io/CGtUrV,1
https://gitzenweiler-hof.de,0
https://pub-609041d0f94c469f829e5faf582e4040.r2.dev/cz.html,1
https://hayward-ca.gov,0
https://pub-15e198a585e94836b09cce7e681e6cfb.r2.dev/dxsc9hsjcbnjcbn3ur9fejcxbjcbjdbc39f9wsocjlkxzsjcknfe3hry38trgfgdhcvbhxcb3r8rhfdsihcijknjsxcn392dhwuscbjbcn38fhyjucbsjcbn93.html,1
https://benidorm.org,0
https://l.ead.me/bfPpUr,1
https://insportline.hu,0
https://sites.google.com/view/att00/home,1
https://bggfccthhcttch.vercel.app/,1
https://deeluxeetorolh.firebaseapp.com/,1
https://electriciansblog.co.uk,0
https://en-ex0dus-ext.wixstudio.com/extension,1
https://thefarmerselevator.com,0
https://clayterr4986.weebly.com/,1
http://www.pcn-notictb.cyou/com/,1
https://masta.nl,0
https://superintimo.it,0
https://xoyondo.com,0
https://l.ead.me/bfYxAx,1
https://schick.jp,0
https://moonshot-listing-ady.netlify.app/,1
https://rus-spice.ru,0
https://1w.run,0
https://adrcntr.com,0
https://patrisnews.com,0
https://wiklysoluzionihostiner.weebly.com/,1
https://91porny.com,0
https://qrco.de/bfNp3N,1
https://sheplers.com,0
https://coolenbearings.com,0
https://perceval.net,0
https://clearsky.app,0
http://allegro-lokalnie.1230h9459.top/,1
https://cnshf.com,0
https://wellnesspetfood.com,0
https://q-r.to/bgbymK,1
https://umeniesveta.sk,0
https://sensational-increase-890949.framer.app/,1
https://riverstudio.uk,0
https://disney-rnw.com/captcha,1
https://q-r.to/bgekfD,1
https://sweepwidget.com,0
http://allegro.354903tgiu34.shop/,1
https://pirat.one,0
https://intents-near.wixstudio.com/us-en,1
https://docs.google.com/presentation/d/e/2PACX-1vRbGzOdm7bnvhBcsQB8GAYUOvAvFD2aiY6ewmcIFX-QxzIe7h6QZLf1naGzPbgdrc45b2N8LOzzyW0L/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.phttps://docs.google.com/presentation/d/e/2PACX-1vRbGzOdm7bnvhBcsQB8GAYUOvAvFD2aiY6ewmcIFX-QxzIe7h6QZLf1naGzPbgdrc45b2N8LOzzyW0L/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://4444win.win,0
https://momento.dev,0
https://mysuietrezor.wixstudio.com/suite,1
https://amarinbabyandkids.com,0
https://forms.gle/GttLLVQxCuHBTH44A,1
https://diaoyu.com,0
https://southislandnz.net,0
https://sp11ct-norvik-biz8-feldor-havsar.pages.dev/,1
https://quickinsightnow.com,0
https://complexodopecem.com.br,0
https://ciittaddellasalute.weebly.com/,1
https://secretsline.biz,0
https://bafkreifukht4ibaqbacohtpqxssl3leejkowrimolxee3zkh47dxeitrve.ipfs.dweb.link/,1
https://plush.com.au,0
https://produban.webcindario.com/,1
https://rekhtadictionary.com,0
https://refyne.co.in,0
https://online-cmcc.net,0
https://registro-digital-2026-anjm.cr-web.workers.dev/servicios,1
https://qrco.de/bfG5ws,1
https://new.express.adobe.com/webpage/U5qMcRKlYfGi4,1
https://foxtrot-bookmarks.win,0
https://jbsa.mil,0
https://metazooa.com,0
https://us13.campaign-archive.com/?u=C1C108eb41ec33abf0678fa2a&id=6e981c5e70,1
https://alphagroupmedia.it,0
https://awninc.com,0
https://helgoland.de,0
https://share-na2.hsforms.com/1sB-TsgJlSCSETRuWJDFq4g40coc9,1
https://24playing.com,0
https://qrco.de/bfPK0A,1
https://tous.com,0
https://docs.google.com/document/d/1RP6nP2VL9DAdrU7QxtQk9SU7OrIvza71wiaaMX7qyag/edit,1
https://vo.lu,0
https://www.redelymembe.com/,1
https://tmtorg.ru,0
https://duo-lingo.bolt.host/index.html,1
https://netnet.net,0
https://docs.google.com/presentation/d/e/2PACX-1vRqYROAWnkKPl-1YraSgq8XlAGjNOTIiAxxacT8HOq596LTeBhSi034cwjH48ZqunLLJrVA-aBknwF-/pub?start=false&loop=false&delayms=3000&slide=id.p,1
https://genx24.vip,0
https://casinospincentral.nl,0
https://pldxu-jpa-dakfrj-zivem-eroo.pages.dev/,1
https://truegamers.it,0
https://valida-bhd-datos.webcindario.com/,1
https://simulador-ecoems.org,0
https://funcabes.com.br,0
https://new.express.adobe.com/webpage/EJWTaqDwVis8K,1
https://docs.google.com/document/d/1Dxy_UjFrg7w98IJpX8pZSRes8jZGqkSKTVL4-XYAmqU/edit,1
https://buxgalter.uz,0
https://864g.com/blsjuy/,1
http://y8zxh1r.duckdns.org,1
https://thansen.se,0
https://tx.tgvbfee.cyou/,1
https://fomnptlex.firebaseapp.com/,1
https://drive-workg.net/,1
https://northtrailway.ca,0
https://mignews.com,0
https://faq-app-trzor-suite.typedream.app/,1
https://support-bridge.zapier.app/,1
https://lucidchart.com,0
https://bit.ly/3yaxLJd,1
https://buyukanadoluholding.com,0
https://stonex-website.pages.dev/,1
https://qrco.de/beIVpd,1
https://rapidreels950.com,0
https://oly-play.online,0
https://xhamster.tv,0
https://tnzt.cc/,1
https://eucrim.eu,0
https://appstarttrexor.wixstudio.com/en-us,1
https://uaszzber45097pl.weebly.com/,1
https://l.ead.me/bfIzU8,1
https://docs.google.com/presentation/d/e/2PACX-1vQ5NluMC7LW5l8FbYTp3PkYQJ9gyHAVyWi1BwhHXPfN16P45fack3DCbNQKAVjJDPMnFd6CEgDEn9Kq/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://interbankempresas.com,1
https://trustwallet.com-two-factor-authentication07.ao.yesixrq.com/,1
https://l.ead.me/bgbYdK,1
https://trit.net,0
https://security-index-verix.weebly.com/,1
https://viralmailerforyou.com,0
http://telquro-gld-lormavi-r2t5hc16.pages.dev/,1
https://infinit.space,0
https://skl.sh,0
https://share-eu1.hsforms.com/2tSVkwb7USgejawRCebJrEw2ez3cu,1
https://e-stage.tech,0
https://3y4ye5.skin/xv8bimu7/IcNNZr/Lmq4oK,1
https://bafkreieb45qmpj63wcfpifslpfomk3d3glno3kvjhneer2zr6zlssyp33e.ipfs.dweb.link/,1
https://iostarrted-trexro.wixstudio.com/en-us,1
https://casino257.buzz,0
https://1gf2rt3.hair/al0tpjn7/ZG26pi/je2Ve1,1
https://moe.gov.om,0
https://pandize2026.ibh5fu.info/m6RqpT/,1
https://firstvehicleleasing.co.uk,0
https://new.express.adobe.com/webpage/m5DiutIqpgNe0,1
https://modmedcloud.com,0
https://gastroenterologie-erlangen.de/?utm_source=1skooiv2a,1
https://l.wl.co/l?u=https://qrco.de/bfQgsnKSjdgjwrgrehgpeath,1
https://mmaoverload.com,0
https://rgs777.com,0
https://newdesixxx.com,0
https://gnscr.ac.in,0
https://l.ead.me/bgbv3s,1
https://accounts-meine-dkbs-kreditdeutshe.baitalarablaundry.ae//logs/dkbs,1
https://maisonsetappartements.fr,0
https://pr0du-enlinea.webcindario.com/,1
https://l.ead.me/bfNjVB,1
https://docs.google.com/presentation/d/e/2PACX-1vTRX2Dr32ifWs-Cahj642_zZ-avSojX_wAsPgvpx7yMPyuWVuUW2FjlqwoeAL-fqLMZDlGjtaaWLvTw/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://cjsw.com,0
https://thehungrydogs.de/wp-content/,1
https://cjcamfu72.ukit.me/,1
https://pavv.co.kr,0
https://bafkreig6iurkaf4gigxp2t54lmadstgn4npe2ikja4l3ies666gxe7dwqm.ipfs.dweb.link/,1
https://disney-verif.com/captcha,1
https://livingartist.cn,0
http://lnk.id/DsQJIj,1
https://slipperyruofpennsylvania.ukit.me/,1
https://lite.evernote.com/note/83d544d8-56b7-af48-b2f6-b9aa34fa8331,1
https://vvu1ga.webwave.dev/,1
https://destaquenominuto.com,0
http://sites.google.com/site/kayakingnapIP:,1
https://gamegenie.com,0
https://vmmcdigitallibrary.com,0
https://edupoint.com,0
https://inter-partner-assistance.uk,0
https://pisano.co,0
https://docs.google.com/presentation/d/e/2PACX-1vR82jzl7VLk78E5-fQPjcPahJqj5uKsZrr6_nRrsMya-BnscgQ4hz-iBV2jNjt914ddgPty4cJbUNYI/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://voreys.net/tiv/,1
https://www.dropbox.com/scl/fi/izlixd67hk6lj4cogm4nx/Sign-in-to-update-your-account-below.paper?rlkey=e15snqcimtj3vgjmn6wnxeh1t&dl=0,1
https://allegro.oferta-prywatna435653.shop,1
https://helsinglight.com,0
https://docs.google.com/presentation/d/e/2PACX-1vSRBby4spK4u3U4dBW3u9Htvr-N3cIskxfPL27xkkh1BUOzpr8EwDRr1DVcrXGqHngAfOtJi2C7UtUm/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://krtc.com.tw,0
https://ballparkdigest.com,0
https://bu226.com,0
https://axonmedchem.com,0
https://nsfwlivechat.com,0
https://hotfile.com,0
https://shipskart.com,0
https://mlrcloud.com,0
https://2fmmnd.share-eu1.hsforms.com/2hd2sHYHUSY6YBE8O0x2rrA,1
https://kinza-engels.ru,0
https://us6.campaign-archive.com/?u=97adcc95bbc34aef4f3aa150c&id=934d646bd1,1
https://q-r.to/bfIXzB,1
https://comcast100.weebly.com/,1
https://benefitsscience.com,0
https://spaestrie.qc.ca,0
https://citicabnj.com,0
https://techsmith.com,0
https://www.blueschist.cfd/gatway/check.php?r=,1
https://numstheword.com,0
https://hipcv.com/r/G5VmpNMkFVpePKURdDtlG,1
https://bit.ly/4fU1ir7,1
https://www.whatsappvips.com/,1
https://myspicyvanilla.com,0
https://itenz.co.nz,0
https://fqjpg9.top,0
https://viberdns.com,0
https://zsde.cc,0
https://cmkgracedvnes.firebaseapp.com/,1
https://netempresavalidacao.digital/,1
https://dollarhost.com,0
https://scality.com,0
https://derek-rose.com,0
https://gartenhausfabrik.de,0
https://disolumer.net,0
https://zhiyinlou.com,0
